datasets_size,co2_eq_emissions,training_type,performance_metrics,performance_score,downloads,likes,size,size_efficency,datasets_size_efficency,auto,metric_accuracy,metric_f1,metric_rouge1,metric_rougeL
,8.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,307824645.0,38478080.625,,False,,,,
,8.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,50,0,307824645.0,38478080.625,,False,,,,
,40.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,2329728077.0,58243201.925,,False,,,,
,40.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,2329728077.0,58243201.925,,False,,,,
,40.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,2329728077.0,58243201.925,,False,,,,
,40.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,2329728077.0,58243201.925,,False,,,,
44000000.0,17.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,11,0,2329728077.0,137042828.05882353,2588235.294117647,False,,,,
58723160.0,40.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,32,0,2329728077.0,58243201.925,1468079.0,False,,,,
58723160.0,40.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,9,0,2329728077.0,58243201.925,1468079.0,False,,,,
,40.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,2329728077.0,58243201.925,,False,,,,
,40.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,5,0,2329728077.0,58243201.925,,False,,,,
,17.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,1200789509.0,70634677.0,,False,,,,
,17.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,7,0,1200789509.0,70634677.0,,False,,,,
,17.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,1200789509.0,70634677.0,,False,,,,
,17.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,1200789509.0,70634677.0,,False,,,,
44000000.0,17.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,6,0,1200789509.0,70634677.0,2588235.294117647,False,,,,
58723160.0,17.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,6,0,1200789509.0,70634677.0,3454303.529411765,False,,,,
58723160.0,17.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,5,0,1200789509.0,70634677.0,3454303.529411765,False,,,,
,17.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,1200789509.0,70634677.0,,False,,,,
,14.0,fine-tuning,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,4,0,1200789509.0,85770679.21428572,,False,,,,
,1.5688902203257171,Not Specified,"{'accuracy': nan, 'f1': nan, 'rouge1': 0.3241579999999999, 'rougeL': 0.299278}",0.3112215461538954,4,1,1222374713.0,779133362.6556885,,True,,,0.3241579999999999,0.299278
,206.46626351359515,Not Specified,"{'accuracy': nan, 'f1': nan, 'rouge1': 0.559215, 'rougeL': 0.53185}",0.5451893292333637,4,0,2283825905.0,11061496.76046042,,True,,,0.559215,0.53185
,112.75546781635975,Not Specified,"{'accuracy': 0.6680274633512711, 'f1': 0.5384854358272774, 'rouge1': nan, 'rougeL': nan}",0.5963020536161965,86,2,438031533.0,3884791.943867451,,True,0.6680274633512711,0.5384854358272774,,
,55.55298771685949,Not Specified,"{'accuracy': 0.654110224531453, 'f1': 0.5327761649415296, 'rouge1': nan, 'rougeL': nan}",0.587241272569742,7,0,263184497.0,4737539.920289966,,True,0.654110224531453,0.5327761649415296,,
,32.912881644048,Not Specified,"{'accuracy': 0.9437683592110784, 'f1': 0.8912337662337663, 'rouge1': nan, 'rougeL': nan}",0.9167490517516932,8,0,541344881.0,16447811.736894736,,True,0.9437683592110784,0.8912337662337663,,
,2.96638567287195,Not Specified,"{'accuracy': 0.9713212700580404, 'f1': 0.9550914803178708, 'rouge1': nan, 'rougeL': nan}",0.9631380081998948,6,1,1336591537.0,450579150.6557403,,True,0.9713212700580404,0.9550914803178708,,
,2.379476355147211,Not Specified,"{'accuracy': 0.9724770642201837, 'f1': 0.9566742676723382, 'rouge1': nan, 'rougeL': nan}",0.9645109410139542,6,0,1336591537.0,561716671.0266844,,True,0.9724770642201837,0.9566742676723382,,
,1.4091714704861449,Not Specified,"{'accuracy': nan, 'f1': nan, 'rouge1': 0.61765, 'rougeL': 0.613222}",0.6154280352465569,14,0,891730879.0,632805089.8535187,,True,,,0.61765,0.613222
,0.9756221672668952,Not Specified,"{'accuracy': 0.8939828080229226, 'f1': 0.8177339901477833, 'rouge1': nan, 'rougeL': nan}",0.8541601385338501,17,0,436415661.0,447320361.96202207,,True,0.8939828080229226,0.8177339901477833,,
,49.618294309910624,Not Specified,"{'accuracy': 0.7042338838232481, 'f1': 0.6164041045783032, 'rouge1': nan, 'rougeL': nan}",0.6573984095326212,17,0,498683309.0,10050392.01640582,,True,0.7042338838232481,0.6164041045783032,,
,8.883161797287569,Not Specified,"{'accuracy': 0.969531605275125, 'f1': 0.9722205769116864, 'rouge1': nan, 'rougeL': nan}",0.9708742292264464,7,0,267860081.0,30153687.066894334,,True,0.969531605275125,0.9722205769116864,,
,15.186006626915717,Not Specified,"{'accuracy': 0.9643183897529736, 'f1': 0.9493690949638436, 'rouge1': nan, 'rougeL': nan}",0.9567853520996864,9,0,1421627693.0,93614320.59961724,,True,0.9643183897529736,0.9493690949638436,,
,5.527544460835904,Not Specified,"{'accuracy': 0.9735624586913416, 'f1': 0.9736173135739408, 'rouge1': nan, 'rougeL': nan}",0.9735898853599704,110887,8,267866225.0,48460256.972676046,,True,0.9735624586913416,0.9736173135739408,,
,14.525955245648218,Not Specified,"{'accuracy': 0.6369376479873717, 'f1': 0.5363181342408181, 'rouge1': nan, 'rougeL': nan}",0.582313279287778,17,0,467690605.0,32196891.501515117,,True,0.6369376479873717,0.5363181342408181,,
,1.06099358268878,Not Specified,"{'accuracy': 0.8097826086956522, 'f1': 0.7713543865034599, 'rouge1': nan, 'rougeL': nan}",0.7901015145786868,31,2,442582445.0,417139605.9516245,,True,0.8097826086956522,0.7713543865034599,,
,70.54639641012226,Not Specified,"{'accuracy': 0.8545909432074056, 'f1': 0.7910662503820883, 'rouge1': nan, 'rougeL': nan}",0.8216025253461274,7,0,442610093.0,6274028.377394096,,True,0.8545909432074056,0.7910662503820883,,
,298.7849611952843,Not Specified,"{'accuracy': 0.9393, 'f1': 0.9395237620803027, 'rouge1': nan, 'rougeL': nan}",0.9394118677154666,18,0,1340737453.0,4487298.984649032,,True,0.9393,0.9395237620803027,,
,38.10256536061048,Not Specified,"{'accuracy': 0.9355, 'f1': 0.9354418977079372, 'rouge1': nan, 'rougeL': nan}",0.9354709479517824,9,0,328525933.0,8622147.351254787,,True,0.9355,0.9354418977079372,,
,286.4350821612984,Not Specified,"{'accuracy': nan, 'f1': nan, 'rouge1': 0.554013, 'rougeL': 0.5257000000000001}",0.5394852782174523,16,0,2283825905.0,7973275.786497142,,True,,,0.554013,0.5257000000000001
,286.4350821612984,Not Specified,"{'accuracy': nan, 'f1': nan, 'rouge1': 0.554013, 'rougeL': 0.5257000000000001}",0.5394852782174523,4,0,2283825905.0,7973275.786497142,,True,,,0.554013,0.5257000000000001
,92.87363201770962,Not Specified,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,7,0,269638769.0,2903286.5749084074,,True,,,,
,203.30658367993385,Not Specified,"{'accuracy': nan, 'f1': nan, 'rouge1': nan, 'rougeL': nan}",,20,0,439797933.0,2163225.238649306,,True,,,,
